fixture_id,channel_id,subfixture_id,patch_target_type,patch_target_id,patch_target_key,name,label,display_name,fixture_type,mode,patch,universe,address,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z,scale_x,scale_y,scale_z,source_files,flags
23,,,fixture,23,fixture:23,HelDGB8S 23,HelDGB8S 23,HelDGB8S 23,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.049,2,49,2,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
24,,,fixture,24,fixture:24,HelDGB8S 24,HelDGB8S 24,HelDGB8S 24,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.073,2,73,3,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
25,,,fixture,25,fixture:25,HelDGB8S 25,HelDGB8S 25,HelDGB8S 25,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.097,2,97,4,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
26,,,fixture,26,fixture:26,HelDGB8S 26,HelDGB8S 26,HelDGB8S 26,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.121,2,121,5,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
27,,,fixture,27,fixture:27,HelDGB8S 27,HelDGB8S 27,HelDGB8S 27,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.145,2,145,6,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
28,,,fixture,28,fixture:28,HelDGB8S 28,HelDGB8S 28,HelDGB8S 28,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.169,2,169,7,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
29,,,fixture,29,fixture:29,HelDGB8S 29,HelDGB8S 29,HelDGB8S 29,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.193,2,193,8,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
30,,,fixture,30,fixture:30,HelDGB8S 30,HelDGB8S 30,HelDGB8S 30,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.217,2,217,9,-2,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
31,,,fixture,31,fixture:31,HelDGB8S 31,HelDGB8S 31,HelDGB8S 31,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.241,2,241,0,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
32,,,fixture,32,fixture:32,HelDGB8S 32,HelDGB8S 32,HelDGB8S 32,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.265,2,265,1,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
33,,,fixture,33,fixture:33,HelDGB8S 33,HelDGB8S 33,HelDGB8S 33,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.289,2,289,2,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
34,,,fixture,34,fixture:34,HelDGB8S 34,HelDGB8S 34,HelDGB8S 34,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.313,2,313,3,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
35,,,fixture,35,fixture:35,HelDGB8S 35,HelDGB8S 35,HelDGB8S 35,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.337,2,337,4,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
36,,,fixture,36,fixture:36,HelDGB8S 36,HelDGB8S 36,HelDGB8S 36,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.361,2,361,5,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
37,,,fixture,37,fixture:37,HelDGB8S 37,HelDGB8S 37,HelDGB8S 37,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.385,2,385,6,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
38,,,fixture,38,fixture:38,HelDGB8S 38,HelDGB8S 38,HelDGB8S 38,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.409,2,409,7,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
39,,,fixture,39,fixture:39,HelDGB8S 39,HelDGB8S 39,HelDGB8S 39,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.433,2,433,8,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
40,,,fixture,40,fixture:40,HelDGB8S 40,HelDGB8S 40,HelDGB8S 40,6 Helios Tube 42: RGB RGB - 8 Pixels - Strobe Off,6,2.457,2,457,9,-3,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": false, ""is_channel"": false, ""is_subfixture"": false}"
41,,,fixture,41,fixture:41,RLB350M1 1,RLB350M1 1,RLB350M1 1,12 Robin LEDBeam 350 Mode 1,12,13.001,13,1,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
42,,,fixture,42,fixture:42,RLB350M1 2,RLB350M1 2,RLB350M1 2,12 Robin LEDBeam 350 Mode 1,12,13.023,13,23,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
43,,,fixture,43,fixture:43,RLB350M1 3,RLB350M1 3,RLB350M1 3,12 Robin LEDBeam 350 Mode 1,12,13.045,13,45,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
44,,,fixture,44,fixture:44,RLB350M1 4,RLB350M1 4,RLB350M1 4,12 Robin LEDBeam 350 Mode 1,12,13.067,13,67,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
45,,,fixture,45,fixture:45,RLB350M1 5,RLB350M1 5,RLB350M1 5,12 Robin LEDBeam 350 Mode 1,12,13.089,13,89,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
46,,,fixture,46,fixture:46,RLB350M1 6,RLB350M1 6,RLB350M1 6,12 Robin LEDBeam 350 Mode 1,12,13.111,13,111,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
47,,,fixture,47,fixture:47,RLB350M1 7,RLB350M1 7,RLB350M1 7,12 Robin LEDBeam 350 Mode 1,12,5.001,5,1,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
48,,,fixture,48,fixture:48,RLB350M1 8,RLB350M1 8,RLB350M1 8,12 Robin LEDBeam 350 Mode 1,12,5.023,5,23,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
49,,,fixture,49,fixture:49,RLB350M1 9,RLB350M1 9,RLB350M1 9,12 Robin LEDBeam 350 Mode 1,12,5.045,5,45,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
50,,,fixture,50,fixture:50,RLB350M1 10,RLB350M1 10,RLB350M1 10,12 Robin LEDBeam 350 Mode 1,12,5.067,5,67,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
51,,,fixture,51,fixture:51,RLB350M1 11,RLB350M1 11,RLB350M1 11,12 Robin LEDBeam 350 Mode 1,12,5.089,5,89,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
52,,,fixture,52,fixture:52,RLB350M1 12,RLB350M1 12,RLB350M1 12,12 Robin LEDBeam 350 Mode 1,12,5.111,5,111,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
61,,,fixture,61,fixture:61,HotboxW8 1,HotboxW8 1,HotboxW8 1,14 Hotbox RGBW 8 channel,14,2.217,2,217,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
62,,,fixture,62,fixture:62,HotboxW8 2,HotboxW8 2,HotboxW8 2,14 Hotbox RGBW 8 channel,14,2.225,2,225,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
63,,,fixture,63,fixture:63,HotboxW8 3,HotboxW8 3,HotboxW8 3,14 Hotbox RGBW 8 channel,14,2.233,2,233,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
64,,,fixture,64,fixture:64,HotboxW8 4,HotboxW8 4,HotboxW8 4,14 Hotbox RGBW 8 channel,14,2.241,2,241,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": false, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
65,,,fixture,65,fixture:65,HotboxW8 5,HotboxW8 5,HotboxW8 5,14 Hotbox RGBW 8 channel,14,2.249,2,249,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
66,,,fixture,66,fixture:66,HotboxW8 6,HotboxW8 6,HotboxW8 6,14 Hotbox RGBW 8 channel,14,2.257,2,257,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
67,,,fixture,67,fixture:67,HotboxW8 1,HotboxW8 1,HotboxW8 1,14 Hotbox RGBW 8 channel,14,1.401,1,401,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
71,,,fixture,71,fixture:71,HelM1 1,HelM1 1,HelM1 1,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.001,14,1,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
72,,,fixture,72,fixture:72,HelM1 2,HelM1 2,HelM1 2,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.004,14,4,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
73,,,fixture,73,fixture:73,HelM1 3,HelM1 3,HelM1 3,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.007,14,7,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
74,,,fixture,74,fixture:74,HelM1 4,HelM1 4,HelM1 4,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.010,14,10,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
75,,,fixture,75,fixture:75,HelM1 5,HelM1 5,HelM1 5,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.013,14,13,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
76,,,fixture,76,fixture:76,HelM1 6,HelM1 6,HelM1 6,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.016,14,16,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
77,,,fixture,77,fixture:77,HelM1 7,HelM1 7,HelM1 7,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.019,14,19,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
78,,,fixture,78,fixture:78,HelM1 8,HelM1 8,HelM1 8,16 Helios Tube 1: RGB - 1 Pixel - Strobe Off,16,14.022,14,22,,,,,,,,,,"[""exports\\Studio54_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": false, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
101,,,fixture,101,fixture:101,RSpiide3 1,RSpiide3 1,RSpiide3 1,7 Robin Spiider Mode 3,7,4.034,4,34,0,0,0,0,-0,0,1,1,1,"[""exports\\Tram_Analyz_patch.xml""]","{""is_patched"": true, ""is_used_in_cues"": true, ""is_used_in_presets"": true, ""has_spatial_data"": true, ""has_patch_data"": true, ""has_fixture_type"": true, ""referenced_in_atoms"": true, ""is_channel"": false, ""is_subfixture"": false}"
