sequence_number,sequence_name,cue_number,cue_name,trigger,fade,delay,command,fixture_ids,fixture_details,references,preset_refs,effect_refs,group_refs,hard_value_count,hard_value_attributes,hard_value_preview,source_file
1,Sequence 1,59,Cue 59,,,,,"[26, 1, 2, 3, 4, 5, 6, 51, 52, 53, 54, 74, 73, 72, 71]","[""26 | Sp30012 6"", ""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""74"", ""73"", ""72"", ""71""]",[],[],[],[],7,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""53"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""6"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""33.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""10"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,60,Cue 60,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 29, 30, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54, 87, 1002, 1001, 76, 74, 73, 72, 71, 65, 64, 63, 62, 61, 44, 43, 42, 41, 40, 39]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""29"", ""30"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""87"", ""1002"", ""1001"", ""76"", ""74"", ""73"", ""72"", ""71"", ""65"", ""64"", ""63"", ""62"", ""61"", ""44"", ""43 | RPointe1 3"", ""42 | RPointe1 2"", ""41 | RPointe1 1"", ""40"", ""39""]","[""preset:1.0519493"", ""preset:10.256417"", ""preset:11.301869"", ""preset:8.6111374"", ""preset:4.0520549"", ""preset:8.2621183"", ""preset:6.8376155"", ""preset:11.301877""]","[""preset:1.0519493"", ""preset:10.256417"", ""preset:11.301869"", ""preset:11.301877"", ""preset:4.0520549"", ""preset:6.8376155"", ""preset:8.2621183"", ""preset:8.6111374""]",[],[],80,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""66.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-29.695881"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-56.697929"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51.275578"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""36.499237"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""61"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-18.895878"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""21"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,61,Cue 61,,,,,"[4, 6, 7, 8, 26, 51, 52, 53, 54]","[""4 | RSpiide3 4"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""26 | Sp30012 6"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]","[""preset:4.9037428""]","[""preset:4.9037428""]",[],[],24,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""libiva hudba"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""94"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""88.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""64.804138"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-85.04792"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""80.911682"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.088322"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-70.195892"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-105.29789"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""93.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""90.5"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,62,Cue 62,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 61]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""61""]",[],[],[],[],3,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""28.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""47.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""36.25"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,63,Cue 63,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 41, 42, 43, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 51, 52, 53, 54, 74, 73, 72, 71, 65, 61]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""41 | RPointe1 1"", ""42 | RPointe1 2"", ""43 | RPointe1 3"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""74"", ""73"", ""72"", ""71"", ""65"", ""61""]","[""preset:5.5"", ""preset:1.5"", ""preset:10.804121""]","[""preset:1.5"", ""preset:10.804121"", ""preset:5.5""]",[],[],40,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-43.195885"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-51.297935"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""48.604134"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-105.29789"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""60.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-64.795876"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40.503433"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.002289"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.590525"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.498604"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.501431"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0034332799"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0022888184"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,64,Cue 64,,,,,"[1, 2, 3, 222, 21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54, 65, 64, 63, 62]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""222 | R3LEDWm2 1"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""65"", ""64"", ""63"", ""62""]","[""preset:1.0519493"", ""preset:10.256417"", ""preset:10.80412""]","[""preset:1.0519493"", ""preset:10.256417"", ""preset:10.80412""]",[],[],40,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""sedne si na zidli"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""27"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-18.89588"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-45.897934"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51.275578"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-16.195879"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""3"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-40.497932"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.48716"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378399"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,65,Cue 65,,,,,"[1, 2, 3, 222, 31, 32, 21, 22, 23, 24, 25, 26, 27, 33, 34, 35, 36, 37, 38, 51, 52, 53, 54, 86, 85, 84, 83, 82, 81, 64, 63, 62]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81"", ""64"", ""63"", ""62""]",[],[],[],[],16,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""natalka ze dveri . po zrani  babovky"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.48716"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""3"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378399"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512842"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""33"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.487152"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378403"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512848"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.571436"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""60"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,66,Cue 66,Follow,,,,"[2, 222, 31, 32, 21, 22, 23, 24, 25, 26, 27, 34, 35, 36, 37, 51, 52, 53, 54, 86, 85, 84, 83, 82, 81]","[""2 | RSpiide3 2"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""34"", ""35"", ""36"", ""37"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81""]","[""preset:1.75""]","[""preset:1.75""]",[],[],14,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""bouchne do stolu"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.48716"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""3"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378399"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512842"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""79.487152"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.378403"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1.9999998e-05"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.512848"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,67,Cue 67,,,,,"[21, 22, 23, 24, 25, 26]","[""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""25 | Sp30012 5"", ""26 | Sp30012 6""]",[],[],[],[],1,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""33"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,68,Cue 68,,,,,"[51, 52, 53, 54]","[""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]",[],[],[],[],4,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""54.5"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,69,Cue 69,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 51, 52, 53, 54]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""16"", ""17"", ""18"", ""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""54""]",[],[],[],[],2,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""49.25"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,70,Cue 70,,,,,"[21, 22, 23, 24, 31, 32, 25, 26, 27, 28, 41, 42, 43, 51, 52, 53, 33, 34, 35, 36, 37, 38, 54, 86, 85, 84, 83, 82, 81, 65]","[""21 | Sp30012 1"", ""22 | Sp30012 2"", ""23 | Sp30012 3"", ""24 | Sp30012 4"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""25 | Sp30012 5"", ""26 | Sp30012 6"", ""27 | Sp30012 7"", ""28 | Sp30012 8"", ""41 | RPointe1 1"", ""42 | RPointe1 2"", ""43 | RPointe1 3"", ""51 | LUMI 1"", ""52 | LUMI 2"", ""53 | LUMI 3"", ""33"", ""34"", ""35"", ""36"", ""37"", ""38"", ""54"", ""86"", ""85"", ""84"", ""83"", ""82"", ""81"", ""65""]",[],[],[],[],29,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""20.5"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""40.503433"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.002289"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.590525"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""75.498604"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""24.501431"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0034332799"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0.0022888184"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""85.503433"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-10.497711"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-40.496567"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""72.649574"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""88.603981"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,71,Cue 71,,,,,"[2, 222, 31, 32, 6, 65]","[""2 | RSpiide3 2"", ""222 | R3LEDWm2 1"", ""31 | NP300cR 1"", ""32 | NP300cR 2"", ""6 | RSpiide3 6"", ""65""]","[""preset:8.1041193""]","[""preset:8.1041193""]",[],[],28,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""29.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-62.097923"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.096952"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.908827"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""68.091179"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""51"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.897638"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""29.250004"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""37.354126"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-33.597916"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20.202024"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,72,Cue 72,Time,,,,"[2, 4, 5, 6, 222, 87, 65]","[""2 | RSpiide3 2"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""222 | R3LEDWm2 1"", ""87"", ""65""]","[""preset:12.121221"", ""preset:2.7020588"", ""preset:8.104126""]","[""preset:12.121221"", ""preset:2.7020588"", ""preset:8.104126""]",[],[],34,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""16.204119"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""-56.697929"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""9.9999997e-06"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""19.096952"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""31.908827"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""68.091179"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""65.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""8"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""1"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""4"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""7"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""50"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""27.004122"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""56.702057"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""99.999992"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""100"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""18.630159"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,73,Cue 73,,,,,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6"", ""7 | RSpiide3 7"", ""8 | RSpiide3 8"", ""9"", ""10"", ""11"", ""12""]",[],[],[],[],4,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""21.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""41.25"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""47.75"", ""fixture_id"": null}, {""attribute"": ""text"", ""raw_value"": ""20"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,74,Cue 74,Follow,,,,[65],"[""65""]",[],[],[],[],1,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
1,Sequence 1,75,Cue 75,,,,,"[1, 2, 3, 4, 5, 6]","[""1 | RSpiide3 1"", ""2 | RSpiide3 2"", ""3 | RSpiide3 3"", ""4 | RSpiide3 4"", ""5 | RSpiide3 5"", ""6 | RSpiide3 6""]",[],[],[],[],1,"[""text""]","[{""attribute"": ""text"", ""raw_value"": ""0"", ""fixture_id"": null}]",exports\patch666_main_sequences.xml
